review,score,label,at,cleaned_review
"Aplikasi teraneh yg aku punya, awalnya aku mau input cod customer gagal terus dan muncul bacaan (perbarui aplikasi) Lanjut aku buka apps untuk perbarui tapi gak ada update karena mmg udh aplikasi terbaru, karena ttp gak bisa lalu aku uninstall aplikasinya terus aku install ulang, eh malah gak bisa dong,coba daftar gak bisa muncul bacaan suruh pulihkan akun, setelah dipulihkan ttp gak bisa muncul bacaan no tlp dan email tidak dikenal, lah terus gimana dengan akunku yang sudah terdaftar?Hilang gt?",-0.1179,negative,2024-01-26 02:22:15,aplikasi teraneh input cod customer gagal muncul bacaan perbarui aplikasi buka apps perbarui gak update mmg udh aplikasi terbaru ttp gak uninstall aplikasinya install ulang gak coba daftar gak muncul bacaan suruh pulihkan akun dipulihkan ttp gak muncul bacaan tlp email dikenal gimana akunku terdaftar hilang
"Mantaap, efesien dlm pengerjajaanNya..",0.0,neutral,2024-01-23 06:57:34,mantaap efesien dlm pengerjajaannya
Terpercaya,0.0,neutral,2024-01-23 06:46:21,terpercaya
Bintang 3 aja dulu Agar trus berbenah Karna poin ga bisa d gunakan.alamat faforit ga bisa d edit. kode boking shrusnya otomtis lngsung jd resi biar bisa lngsung lacak pngiriman Trimakasih,0.0,neutral,2024-01-22 09:49:43,bintang aja trus berbenah karna poin alamat faforit edit kode boking shrusnya otomtis lngsung resi biar lngsung lacak pngiriman trimakasih
Tolong ditambah fitur kargo cod. Biar tambah sip,0.0,neutral,2024-01-22 06:01:02,tolong ditambah fitur kargo cod biar sip
Aplikasi sangat mendukung 100%,0.0,neutral,2024-01-22 03:51:31,aplikasi mendukung 100
App bodong,0.0,neutral,2024-01-22 03:44:46,app bodong
"Kenapa sy sebagai pengguna baru tdk bisa daftar dgn nomor HP yg aktif, justru mlh pilihan nya pulihkan akun! Sementara sy blm pernah buat akus pos di HP ini selama beli. Tolong saran dan penjelasan nya.",0.0,neutral,2024-01-21 18:58:25,pengguna tdk daftar dgn nomor aktif mlh pilihan nya pulihkan akun blm akus pos beli tolong saran penjelasan nya
Gak bisa cek resi,0.0,neutral,2024-01-20 15:06:02,gak cek resi
"Untuk Aplikasinya, Simple, Keren Dan Mudah digunakan, Saya sangat Terbantu menggunakannya tapi saya masih kesulitan untuk masukan No Rekening Akun Giro itu caranya gimana ya, mohon dijawab, thanks ya",0.1779,positive,2024-01-19 14:22:08,aplikasinya simple keren mudah terbantu menggunakannya kesulitan masukan rekening akun giro gimana mohon thanks
Aplikasi ribet. Mau cod kq ribet amat sih instal pos aja. Trus rupanya disuruh instal LG pospay. Sudah aktivin. Endingnya gagal cod dinonaktifkan. Sekelas BUMN kualitasnya bintang 1 hadeh,0.0,neutral,2024-01-19 07:37:00,aplikasi ribet cod ribet sih instal pos aja trus disuruh instal pospay aktivin endingnya gagal cod dinonaktifkan sekelas bumn kualitasnya bintang hadeh
pos aja bagus,0.0,neutral,2024-01-19 03:56:29,pos aja bagus
Sangat membantu masyarakat dalam pengiriman surat dan barang2 penting,0.0,neutral,2024-01-19 01:15:01,membantu masyarakat pengiriman surat barang2
Mantap Pos Indonesia semakin maju,0.0,neutral,2024-01-18 03:56:54,mantap pos indonesia maju
mantul,0.0,neutral,2024-01-18 02:29:43,mantul
"jelek, error",-0.4019,negative,2024-01-17 23:38:36,jelek error
bagus,0.0,neutral,2024-01-16 13:08:22,bagus
Coba dulu dgn star 5. Semoga bagus layanannya,0.0,neutral,2024-01-16 05:07:39,coba dgn star semoga bagus layanannya
transaksi mudah cukup dr aplikasi,0.0,neutral,2024-01-16 04:14:15,transaksi mudah aplikasi
Berharap bisa masuk layanan kurir ECommerce,0.0,neutral,2024-01-15 16:47:21,berharap masuk layanan kurir ecommerce
Mantap,0.0,neutral,2024-01-14 04:16:54,mantap
Good job,0.4404,positive,2024-01-13 14:54:29,good job
Ok,0.296,positive,2024-01-13 04:56:50,
makasih,0.0,neutral,2024-01-12 11:14:06,makasih
Kenapa saat kirim COD kita harus bayar ongkir dulu. Kata petugas nanti saldo tidak terpotong ongkir. Tapi nyatanya transaksi saya yang masuk hanya hasil penjualan,0.0,neutral,2024-01-12 10:11:48,kirim cod bayar ongkir petugas saldo terpotong ongkir transaksi masuk hasil penjualan
😼👍,0.0,neutral,2024-01-12 03:13:50,
OK,0.296,positive,2024-01-10 17:00:52,
Sangat membantu sekali dalam proses pengiriman barang..,0.0,neutral,2024-01-10 05:15:12,membantu proses pengiriman barang
"Terima kasih Pos Indonesia. Suka banget pelayanannya. Ada keluhan langsung ditindaklanjuti, meskipun lewat live chat tapi penanganannya cepat. Terima kasih, semoga tetap dipertahankan kinerjanya.",0.0,neutral,2024-01-09 10:33:43,terima kasih pos indonesia suka banget pelayanannya keluhan langsung ditindaklanjuti live chat penanganannya cepat terima kasih semoga dipertahankan kinerjanya
"Pake pos jangan pake nexday .sama aja..nexday,sameday..kirim nya lama ..mending reguler..dan lebih baik pake expedisi lain .",0.0,neutral,2024-01-09 07:28:38,pake pos pake nexday aja nexday sameday kirim nya mending reguler pake expedisi
"Aplikasi paling gak niat banget, buat apa bikin aplikasi kalo mau laporan masih harus ke website goggle dan yg lainya, ngelag banget adminya slow respon!",0.0,neutral,2024-01-08 18:00:43,aplikasi gak niat banget bikin aplikasi kalo laporan website goggle lainya ngelag banget adminya slow respon
Memuaskan,0.0,neutral,2024-01-08 07:39:50,memuaskan
Aplikasi Simpel,0.0,neutral,2024-01-08 02:00:09,aplikasi simpel
Alhamdulillah,0.0,neutral,2024-01-08 01:42:50,alhamdulillah
"Kenapa kalau mau pake pos COD mesti download 2 aplikasi sih? Ngabisin memory HP aja. Kenapa ga dibuat ringkas,download 1 aplikasi untuk daftar,tracking dan cek saldo tarik dana. Sebenarnya kalau cust sy g tinggal di pedalaman sy ga akan mau pake pos COD menuhin memory HP doang mesti download 2 apk 😮‍💨😪",0.0,neutral,2024-01-07 15:37:30,pake pos cod mesti download aplikasi sih ngabisin memory aja ringkas download aplikasi daftar tracking cek saldo tarik dana cust tinggal pedalaman pake pos cod menuhin memory doang mesti download apk
Oke,0.0,neutral,2024-01-07 12:39:07,oke
"the best of expedition,",0.6369,positive,2024-01-07 01:44:18,the best expedition
Aplikasi apaan tidak jelas hapus aja dari app store,0.0,neutral,2024-01-06 17:59:24,aplikasi hapus aja app store
Aplikasi PosAja sangat membantu sekali untuk bisnis saya terimakasih,0.0,neutral,2024-01-06 14:53:59,aplikasi posaja membantu bisnis terimakasih
login susah apa serba susah,0.0,neutral,2024-01-05 17:35:32,login susah serba susah
baguss oke 👍👌,0.0,neutral,2024-01-05 07:30:57,baguss oke
"Ribett lama loding nya. Ngabisin kuota, udh install. Terus pake menginstal. Leletttt nya minta ampun. Ngabisin kuota, ngurangi batre. Mohon di percanggih lagi, soalnya hp saya sudah 16/ 124 GB. Oppo",0.0,neutral,2024-01-04 19:20:36,ribett loding nya ngabisin kuota udh install pake menginstal leletttt nya ampun ngabisin kuota ngurangi batre mohon percanggih 124 oppo
Cocok untuk ngirim ke pelosok plosok,0.0,neutral,2024-01-03 05:54:26,cocok ngirim pelosok plosok
Asuransi nya ga bisa buat keterlambatan paket. Dan estimasi pos ekspor 4-8 hari itu nggak bener. Di kompalin gamau. Pos ekspor juga pake pihak ketiga. Buka pos yg ngirim. Sekian...,0.0,neutral,2024-01-03 03:50:15,asuransi nya keterlambatan paket estimasi pos ekspor nggak bener kompalin gamau pos ekspor pake ketiga buka pos ngirim sekian
"Baru coba, buruk sekali. Perlu perbaikan",0.0,neutral,2024-01-03 01:35:35,coba buruk perbaikan
Tetap semangat,0.0,neutral,2024-01-02 13:34:23,semangat
Aplikasi buruk yg sering error,-0.4019,negative,2024-01-01 09:32:39,aplikasi buruk error
"selama pakai posAja lancar , input data juga mudah, paket diterima saldo langsung masuk ke POSPAY",0.0,neutral,2024-01-01 02:02:29,pakai posaja lancar input data mudah paket diterima saldo langsung masuk pospay
"Ekspedisi terburuk di dunia,saya kirim barang sistem cod bukannya untung malah rugi,mulai detik ini saya tidak akan pakai jasa pos dan tidak saya rekomendasikan pos aja ke semua orang,ongkirnya gila lebih mahal dari ongkir jasa pengiriman lain tujuan keluar negeri,dengan berat 3,3 kg tujuan Denpasar Bali ongkirny Rp 352.000 barang di retur pula, kantor pos kecamatan winong kabupaten Pati provinsi Jawa Tengah",0.0,neutral,2023-12-31 10:26:35,ekspedisi terburuk dunia kirim barang sistem cod untung rugi detik pakai jasa pos rekomendasikan pos aja orang ongkirnya gila mahal ongkir jasa pengiriman tujuan negeri berat tujuan denpasar bali ongkirny 352 000 barang retur kantor pos kecamatan winong kabupaten pati provinsi jawa
Bagus pengiriman nya via Kantor dengan adanya aplikasi pos aja. Thanks,0.4404,positive,2023-12-31 04:02:38,bagus pengiriman nya via kantor aplikasi pos aja thanks
Sudah bilang paket di rektur karena kena tipu eh paketnya malah di kirim ke penipunya .sudah di tanya ngisi data apa aja kalau di rektur cuman tanya resi eh waktu komplen malah ngeles katanya gak nglapor,0.0,neutral,2023-12-30 12:22:20,bilang paket rektur kena tipu paketnya kirim penipunya ngisi data aja rektur cuman resi komplen ngeles gak nglapor
Baru download udh di suruh update lgi,0.0,neutral,2023-12-30 02:59:34,download udh suruh update lgi
Suka banget.,0.0,neutral,2023-12-29 04:42:51,suka banget
Apk yang membinggungkan.. baru mau daftar dapat kode verifikasi tapi selalu gagal dengan alasan kode tidak valid. auto saya uninstal lah!!! thx,0.5229,positive,2023-12-28 20:38:40,apk membinggungkan daftar kode verifikasi gagal alasan kode valid auto uninstal thx
Baik,0.0,neutral,2023-12-27 03:31:55,
Selalu puas,0.0,neutral,2023-12-26 12:05:35,puas
sangat puas...mantaaap....akan lebih mantap lagi di kasih kalau bisa kasih cashback setiap kirim paket😁,0.0,neutral,2023-12-25 04:23:34,puas mantaaap mantap kasih kasih cashback kirim paket
Mau login g bisa klo gini males mau pke pos,0.0,neutral,2023-12-25 03:30:08,login klo gini males pke pos
"Download ini cuma mau kasih review ,pengiriman cepat,barang aman sampai tujuan. Ayo pakai pos apalagi untuk kalian yang jualan bisa menaikan bintang ditoko online mu",0.0,neutral,2023-12-24 09:26:12,download kasih review pengiriman cepat barang aman tujuan ayo pakai pos jualan menaikan bintang ditoko online
Pos semakin mantapp,0.0,neutral,2023-12-23 06:35:23,pos mantapp
Verifikasi dari nomor hp untuk pembuatan akun error,-0.4019,negative,2023-12-22 19:32:45,verifikasi nomor pembuatan akun error
Baru download,0.0,neutral,2023-12-22 12:55:09,download
App g jls,0.0,neutral,2023-12-22 06:57:19,app jls
Sekarang lebih sering muncul. Ooops! Infernal server error Kalau selisih ngentri 1 hari udah ada peringatan sperti itu,-0.4574,negative,2023-12-22 01:55:45,muncul ooops infernal server error selisih ngentri udah peringatan sperti
Praktis,0.0,neutral,2023-12-21 04:05:51,praktis
"Saya ksh bintang 2 dulu, karena paket dokumen yg saya tunggu hampir 2 hari blm sampai,pdhl yg next-day yg estimasinya cm 1 hari sampai.",0.0,neutral,2023-12-20 10:32:53,ksh bintang paket dokumen tunggu blm pdhl next day estimasinya
Melayani keseluruhan pelosok Nusantara,0.0,neutral,2023-12-20 08:17:22,melayani pelosok nusantara
mantap,0.0,neutral,2023-12-19 11:14:07,mantap
"Kalah sama tiki dan JNE,payah",0.0,neutral,2023-12-18 07:07:50,kalah tiki jne payah
"Suka, aman dan tepat waktu",0.0,neutral,2023-12-16 01:23:35,suka aman
Pengiriman sangat cepat,0.0,neutral,2023-12-16 00:04:03,pengiriman cepat
"Aplikasknya tidak jelas, saya registrasi lalu memasukan nomor untuk mendapatkan kode setelah sudah mendapatkan kode, kodenya tidak valid aneh banget. Bagaimana mau pakai aplikasinya jika baru registrasi saja tidak bisa. Huh tidak jelas",0.0,neutral,2023-12-15 23:41:43,aplikasknya registrasi memasukan nomor kode kode kodenya valid aneh banget pakai aplikasinya registrasi huh
Bagus,0.0,neutral,2023-12-14 02:24:27,bagus
gagah pake pos aja sekarang mah,0.0,neutral,2023-12-12 06:51:04,gagah pake pos aja mah
jos,0.0,neutral,2023-12-12 00:42:24,jos
"Cz gakjelas di chat suruh kirim ss, sudah dikirim eh chat diakhiri sepihak, yang ke dua bukti komplit eh cz tidak membalas sama sekali",0.0,neutral,2023-12-10 02:47:10,gakjelas chat suruh kirim dikirim chat bukti komplit membalas
Sangat cepat dan akurat dapat dipercaya untuk berbagai keperluanaka Posindonesia paling the BEST,0.7125,positive,2023-12-09 21:11:05,cepat akurat dipercaya keperluanaka posindonesia the best
Ok,0.296,positive,2023-12-09 15:19:34,
Kecewa dgn kantor pos. Kerja nya lambat,0.0,neutral,2023-12-09 06:48:38,kecewa dgn kantor pos kerja nya lambat
Mudah penggunaannya,0.0,neutral,2023-12-08 19:10:34,mudah penggunaannya
seharusnya aplikasi satu aja buat transaksi,0.0,neutral,2023-12-08 01:01:23,aplikasi aja transaksi
Heheh,0.0,neutral,2023-12-07 11:58:00,heheh
Layanan yang sangat mengecewakan. Rating ini akab saya ubah setelah ada solusi yang diberikan.,0.0,neutral,2023-12-07 11:44:17,layanan mengecewakan rating akab ubah solusi
Sudah ikuti petunjuknya sudah hubungkan dengan no rekening tapi nomor rekening tidak di temukan eh maksudnya...? Aneh,-0.296,negative,2023-12-07 01:25:50,ikuti petunjuknya hubungkan rekening nomor rekening temukan maksudnya aneh
baik,0.0,neutral,2023-12-06 01:22:45,
"Baru mau daftar aja, nunggu kode verifikasi lama banget. Setelah muncul kodenya, malah kodenya invalid. Lah gimana mau masuk, daftar aja susah. Padahal kode ya dari si pos. Tapi kok bisa-bisanya invalid.",0.0,neutral,2023-12-05 18:05:47,daftar aja nunggu kode verifikasi banget muncul kodenya kodenya invalid gimana masuk daftar aja susah kode pos bisanya invalid
Kenapa 1 bulan ini aplikasinya gk bisa dibuka?,0.0,neutral,2023-12-05 11:09:58,aplikasinya dibuka
Ribet kalau login pakai web adanya transaksi harian dan data kemarin tidak ada. Adanya di hp itu pun riwayat harus nyari satu2,0.0,neutral,2023-12-05 07:37:02,ribet login pakai web transaksi harian data kemarin riwayat nyari satu2
lebih baik dari mile,0.0,neutral,2023-12-05 04:16:03,mile
"Tolong di perbaiki pihak pos, sy kirim barang pakai yg paling cepet, bayar nya pun lmyan mahal, kata nya paling cepet 2 hari, paling lama 4 hari, ini sdah 7 hari paket belum sampe2, mngkn ini di antara alasan orang2 sdh malas pakai jasa pos",0.0,neutral,2023-12-05 01:31:24,tolong perbaiki pos kirim barang pakai cepet bayar nya lmyan mahal nya cepet sdah paket sampe2 mngkn alasan orang2 sdh malas pakai jasa pos
Good job,0.4404,positive,2023-12-04 08:23:33,good job
"Mau order failed terus,bahkan udah registrasi lengkap,nembahin rekening juga gak bisa,",-0.5106,negative,2023-12-02 10:30:29,order failed udah registrasi lengkap nembahin rekening gak
"aplikasi bagus, sangat membantu.. terima kasih..",0.0,neutral,2023-12-01 08:01:49,aplikasi bagus membantu terima kasih
Suka,0.0,neutral,2023-12-01 07:15:03,suka
Sangat membantu bagi kami UMKM 1 poind sama dengan 1.000 rupiah..alhamdulillah 1000 poind jafi 1.000.000.😍..makasih POSajah,0.0,neutral,2023-12-01 04:00:04,membantu umkm poind 000 rupiah alhamdulillah 1000 poind jafi 000 000 makasih posajah
"Saya sangat kecewa kirim paket penting estimasi 3hari ini sampai 15hari itu juga di komplain dulu baru di proses dah lama di bidang pake tapi ga berbenah dengan baik saya sangat kecewa Ini lg bayar pke Qris dah brehasil tpi apa sistemnya eror baru seumur"" pke eror",0.0,neutral,2023-11-30 02:27:41,kecewa kirim paket estimasi 3hari 15hari komplain proses dah bidang pake berbenah kecewa bayar pke qris dah brehasil tpi sistemnya eror seumur pke eror
Pos makin mantap aja,0.0,neutral,2023-11-30 00:41:57,pos mantap aja
Mau registrasi gax bisa. Kode tidak valid. Lahh gimana dah. Sana yg kirim kode kok gax valid. Udah d coba ber Xx tetep gx bisa.,0.0,neutral,2023-11-30 00:01:05,registrasi gax kode valid lahh gimana dah kirim kode gax valid udah coba ber tetep
Murah dan cepat,0.0,neutral,2023-11-29 21:36:19,murah cepat
Apk nya sering gabisa dibuka padahal gaada gangguan dari pusatnya,0.0,neutral,2023-11-29 05:20:33,apk nya gabisa dibuka gaada gangguan pusatnya
Ekspedisinya semakin kesini semakin lambat!! Udah 2 hari paket saya gagal kirim dengan keterangan (RUMAH KOSONG - ANTAR ULANG) padahal saya dirumah aja nunggu paket sampai haduhh!!,0.0,neutral,2023-11-28 11:42:23,ekspedisinya kesini lambat udah paket gagal kirim keterangan rumah kosong ulang dirumah aja nunggu paket haduhh
"Sangat bagus Aplikasinya,,saya sangat terbantu,,cepat dan akurat",0.0,neutral,2023-11-28 03:41:22,bagus aplikasinya terbantu cepat akurat
Mempermudah pengiriman,0.0,neutral,2023-11-27 14:51:41,mempermudah pengiriman
makin buruk aja fitur pengiriman nya setelah di perbahurui udh gabisa pembayaran cod mlh di arahin ke virtual account .tolong di perbaiki lagi seperti semula,0.0,neutral,2023-11-27 13:57:08,buruk aja fitur pengiriman nya perbahurui udh gabisa pembayaran cod mlh arahin virtual account tolong perbaiki
"Semakin mudah,dalam proses pengiriman paket",0.0,neutral,2023-11-27 12:12:47,mudah proses pengiriman paket
sangat puas,0.0,neutral,2023-11-27 09:02:53,puas
Kiriman kargo blm ada?,0.0,neutral,2023-11-27 04:28:28,kiriman kargo blm
"alert fee tidak ditemukan, cuma bisa cek tarif aja, maksdnya bagaimana?",0.296,positive,2023-11-27 03:07:59,alert fee ditemukan cek tarif aja maksdnya
bagus,0.0,neutral,2023-11-26 07:43:37,bagus
"Point udah g bisa digunakan, awalnya aja 1 point jadi rp. 1000. Sekarang pointku udah 508 tp tidak bisa digunakan🤦",0.0,neutral,2023-11-24 11:48:04,point udah aja point 1000 pointku udah 508
posaja juara cepet banget sampai nya,0.0,neutral,2023-11-24 09:46:17,posaja juara cepet banget nya
"Masukin kode verifikasi masa gagal terus, padahal udah bener",0.0,neutral,2023-11-23 22:07:32,masukin kode verifikasi gagal udah bener
sngt membantu,0.0,neutral,2023-11-23 15:29:47,sngt membantu
Sangat membantu,0.0,neutral,2023-11-23 09:55:06,membantu
sering error,-0.4019,negative,2023-11-22 06:28:24,error
Mantap,0.0,neutral,2023-11-21 14:00:51,mantap
Mudah dan simple,0.0,neutral,2023-11-21 04:18:40,mudah simple
"Aplikasinya tolong donggg, parah mau pilih pembayaran aja susah bgt di klik, gak muncul² nomer virtual account ny, giliran di back malah ilang kode pembayaran nya ga bisa diliat lagi, di cancel point ga kembali, booking ulang point ny uda ilang, tolong aplikasi ny diperbaiki",-0.25,negative,2023-11-20 10:26:35,aplikasinya tolong donggg parah pilih pembayaran aja susah bgt klik gak muncul nomer virtual account giliran back ilang kode pembayaran nya diliat cancel point booking ulang point uda ilang tolong aplikasi diperbaiki
Gak bisa di tracking,0.0,neutral,2023-11-20 04:50:16,gak tracking
Pos aja karena dekat tempat tinggal jadi mudah untuk pengiriman paket dll,0.0,neutral,2023-11-19 10:24:58,pos aja tinggal mudah pengiriman paket dll
lelet kek keong,0.0,neutral,2023-11-19 08:36:37,lelet kek keong
Ribet,0.0,neutral,2023-11-16 13:06:39,ribet
Apk ngak tolol,0.0,neutral,2023-11-16 10:10:53,apk ngak tolol
Pelayanan nya sangat ramah...ketika registrasi pospay dan posaja dibantu dikawal pegawai nya... terimakasih bu/pak pos .. mudah mudahan selalu prima dalam perjalanan nya.. Aamiin,0.0,neutral,2023-11-16 05:36:29,pelayanan nya ramah registrasi pospay posaja dibantu dikawal pegawai nya terimakasih pos mudah mudahan prima perjalanan nya aamiin
"Ga guna kode verif sdh bener, gagal trus",0.0,neutral,2023-11-15 23:34:09,kode verif sdh bener gagal trus
Ok,0.296,positive,2023-11-15 07:38:33,
Yah emang gak kaget...beginilah kalau setengah2... B*MN,0.0,neutral,2023-11-14 23:25:49,yah emang gak kaget setengah2
Nice,0.4215,positive,2023-11-14 16:04:52,nice
Mohon untuk paket terkendala di infokan dong jangan tiba2 datang return,0.0,neutral,2023-11-14 08:55:45,mohon paket terkendala infokan tiba2 return
"Ga guna bener makek pos, sistem jelek pengiriman barang lambat, traking barang juga gak bisa bisa barang udah di kirim seminggu lebih ga sampeh sampeh dari skrng, di traking udah sampeh kota tujuan dari tangal berapa belom ada kabar dari pos nya sistemnya bobrok",0.0,neutral,2023-11-14 02:49:19,bener makek pos sistem jelek pengiriman barang lambat traking barang gak barang udah kirim seminggu sampeh sampeh skrng traking udah sampeh kota tujuan tangal belom kabar pos nya sistemnya bobrok
Mantap selalu di hati,0.0,neutral,2023-11-13 12:42:59,mantap hati
Pertama masuk harus register data komplit. Ujungnya tidak bisa dipakai karena area belum ada 'Pickup' disuruh 'Dropoff' ke unit terdekat. Giliran mau keluar app tidak bisa. Saya mau hapus data saya. Tolong gimana caranya?,0.0,neutral,2023-11-13 09:33:03,masuk register data komplit ujungnya dipakai area pickup disuruh dropoff unit terdekat giliran app hapus data tolong gimana
Kirim lewat pos enak di saya kalau dapat kiriman selalu di beri tau salut sama po aja,-0.5574,negative,2023-11-13 06:57:29,kirim pos enak kiriman tau salut aja
The master,0.0,neutral,2023-11-13 01:56:18,the master
terimakasih telah membantu,0.0,neutral,2023-11-11 03:30:48,terimakasih membantu
"Setiap kali input kode verifikasi 4 digit, hasilnya verifikasi gagal",0.0,neutral,2023-11-10 23:45:33,kali input kode verifikasi digit hasilnya verifikasi gagal
Bagus,0.0,neutral,2023-11-10 01:20:46,bagus
"Aplikasi ga jelas, daftarnya aja ribet Padahal kode verifikasi sudah betul. Malah dbilang tidak valid. Buang buang kuota aja",0.0,neutral,2023-11-09 23:37:04,aplikasi daftarnya aja ribet kode verifikasi dbilang valid buang buang kuota aja
Mau daftar akun tapi jawabannya selalu kode verifikasi salah padahal sudah benar,0.0,neutral,2023-11-08 23:43:58,daftar akun jawabannya kode verifikasi salah
"Sudah menjadi langganan karena servicenya super mantap, kirim paket ke Yogyakarta cuma sehari sampai padahal pakai tarif regular.",0.5994,positive,2023-11-08 11:20:47,langganan servicenya super mantap kirim paket yogyakarta sehari pakai tarif regular
Pak tak guna,0.0,neutral,2023-11-08 07:37:15,
"susah untuk pick up, padahal sangat membantu. sebelumnya masih bisa pick up, eh kemudian sdh tdk bisa lagi, di tanya cs nya blg area saya terlalu jauh, klo mau pick up harus bayar kurir dr pos utk ambil di rumah, bayar bensinnya 20rb. waduh,berat juga.. mau kasih ongkir brp sama custumer klo mintanya byk gitu. kenapa sblmnya masih bisa, skrg mgkn sdh di matiin jasa pick up area saya. Semoga kedepannya POS AJA bisa sampe area saya🙏",0.0,neutral,2023-11-08 06:47:22,susah pick membantu pick sdh tdk nya blg area klo pick bayar kurir pos utk ambil rumah bayar bensinnya 20rb berat kasih ongkir brp custumer klo mintanya byk gitu sblmnya skrg mgkn sdh matiin jasa pick area semoga kedepannya pos aja sampe area
"Waktu memasukkan kode Verifikasi untuk daftar selalu ""verifikasi kode tidak valid"" Aplikasi apaan nih 🤣🤣🤣",0.0,neutral,2023-11-07 22:03:05,memasukkan kode verifikasi daftar verifikasi kode valid aplikasi nih
Sangat membantu kelancaran order paket tanpa keluar rumah,0.0,neutral,2023-11-07 14:45:44,membantu kelancaran order paket rumah
Apiiiik tenan bosku,0.0,neutral,2023-11-07 08:29:55,apiiiik tenan bosku
Cara mudah kirim paket,0.0,neutral,2023-11-07 07:43:40,mudah kirim paket
Bagus cepat,0.0,neutral,2023-11-07 03:55:52,bagus cepat
POS AJA cepat.dan ongkir nya murah,0.0,neutral,2023-11-06 13:31:45,pos aja cepat ongkir nya murah
"kirim paket pake express eh pas minta retur malah nunggu 3 hari lebih hadeehhhh.... buang2 waktu aja kirim lewat pos, dijanjiin sama adminnya yg katanya sore bakalan dateng,sore bakalan dateng ditungguin ga ada kabar masalah returnya haduh nyesel pake pos",-0.3612,negative,2023-10-29 11:26:22,kirim paket pake express pas retur nunggu hadeehhhh buang2 aja kirim pos dijanjiin adminnya sore dateng sore dateng ditungguin kabar returnya haduh nyesel pake pos
"Amat sangat membantu untuk hal COD, tapi kecepatan pengiriman belum merata sepertinya .. ada yang sangat sat set 👍👍",0.0,neutral,2023-10-29 05:47:52,membantu cod kecepatan pengiriman merata sat set
V.good,0.0,neutral,2023-10-28 13:00:49,good
"Pos ekspedisi paling keren, yang Swasta pada ga bener kerjanya",0.0,neutral,2023-10-28 11:58:23,pos ekspedisi keren swasta bener kerjanya
Saya menyukai Aplikasi PosAja!,0.0,neutral,2023-10-28 11:15:13,menyukai aplikasi posaja
"Maaf rating saya jelek, bukan masalah aplikasinya melainkan professionalisme pegawai pos yang sembarangan. Saya kirim paket berkas dalam amplop, sampai lokasi diberi kabar bahwa berkas saya ketumpahan minyak bumbu masakan jadi di dalam rusak.",0.0,neutral,2023-10-28 10:57:52,maaf rating jelek aplikasinya professionalisme pegawai pos sembarangan kirim paket berkas amplop lokasi kabar berkas ketumpahan minyak bumbu masakan rusak
"Pos sekarang sdh bagus, teruslah lebih ditingkatkan lagi",0.0,neutral,2023-10-28 07:19:41,pos sdh bagus teruslah ditingkatkan
Alhmdulillah kerjasama yg baik,0.0,neutral,2023-10-28 05:36:55,alhmdulillah kerjasama
"Aplikasi apa an kirim kan kode verifikasi selalu gagal tidak valid, call senter juga g bisa di klik di hubungi, nyesel gua download",0.0,neutral,2023-10-27 18:42:04,aplikasi kirim kode verifikasi gagal valid call senter klik hubungi nyesel gua download
Payah,0.0,neutral,2023-10-27 15:03:57,payah
Informasi posisi paket ngga jelas,0.0,neutral,2023-10-27 08:42:43,informasi posisi paket ngga
daftar lalu menerima wa pas di masukin code nya invalid terus sudah 5 kali gagal terpaksa Uinstal lagi,0.0,neutral,2023-10-26 17:52:16,daftar menerima pas masukin code nya invalid kali gagal terpaksa uinstal
Bagus,0.0,neutral,2023-10-26 12:52:54,bagus
Lumayan,0.0,neutral,2023-10-25 11:00:49,lumayan
👍👍,0.0,neutral,2023-10-25 07:24:56,
"Keluhan, tidak bisa di download padahal jaringan normal 🤣",0.0,neutral,2023-10-24 13:47:56,keluhan download jaringan normal
Jos,0.0,neutral,2023-10-24 02:23:13,jos
"DI PERBARUI MALAH TAMBAH JELEK APLIKASINYA. BAYAR AJA PAKE VIRTUAL AKUN. MAU KLIK PILIHAN BANK YANG LAIN GABISA DIKLIK APAPUN. APLIKASI PAYAH!! UPDATE DOANG TAPI BUKANYA MEMBANTU MALAH BIKIN SUSAH KALO SEKIRANYA BELUM MAMPU DENGAN FITUR"" CANGGIH JANGAN DI PERBARUI DULU. BIKIN PEMAKAI NYA JADI BINGUNG!!!!!HUFT",0.0,neutral,2023-10-23 10:52:36,perbarui jelek aplikasinya bayar aja pake virtual akun klik pilihan bank gabisa diklik apapun aplikasi payah update doang bukanya membantu bikin susah kalo fitur canggih perbarui bikin pemakai nya bingung huft
sangat membantu,0.0,neutral,2023-10-23 05:26:02,membantu
Layanan jasa pengiriman terburuk yang pernah saya coba,0.0,neutral,2023-10-23 03:57:31,layanan jasa pengiriman terburuk coba
